Hugtök: is|Orðaflokkur: is|Kyn|Tala: is|Skilgreining: is|Skýring: is|Dæmi: is|Samheiti: is|Heimild: is|Sérsvið: is|Vísun/sjá einnig: is|Hugtak: en|Skilgreining: en|Skýring: en|Dæmi: en|Samheiti: en|Heimild: en|Sérsvið: en|Vísun/sjá einnig: en
ómagurt mengi|ls|hk|Eintala||||ómagurt hlutmengi||||non-meagre set||||non-meagre subset, set of the second category|||
ómælanlegur|ls|kk|Eintala||||||||non-measurable|||||||
óröðuð tvennd|na|kvk|Eintala||||||||non-ordered pair||||pair, plain pair, unordered pair|||
óáttanlegur|ls|kk|Eintala||||||||non-orientable|||||||
óáttaður|ls|kk|Eintala||||||||non-oriented|||||||
ólotubundinn|ls|kk|Eintala||||lotulaus||||non-periodic|||||||
ósléttanlegur|ls|kk|Eintala||||||||non-planar|||||||
ókvíslaður|ls|kk|Eintala||||||||non-ramified||||unramified|||
óslembinn|ls||Eintala||||||||non-random|||||||
óslembdur|ls|kk|Eintala||||||||non-randomized|||||||
óendurkvæmur|ls|kk|Eintala||||óafturkvæmur||||non-recurrent|||||||
ólotubundinn|ls|kk|Eintala||||||||non-recurrent|||||||
óspegilvirkur|ls|kk|Eintala||||||||non-reflexive|||||||
óafmáanlegur|ls|kk|Eintala||||||||non-removable|||||||
óaðskiljanlegt net|na|hk|Eintala|||||||biconnected graph|non-separable graph|||||||
ósérstæður|ls|kvk|Fleirtala||||reglulegur|||regular curve|non-singular|||||||
ósérstæður|ls|kvk|Fleirtala||||reglulegur||||non-singular|||||||
ósérstæður algebrulegur ferill|na|kk|Eintala||||reglulegur algebrulegur ferill||||non-singular algebraic curve||||regular algebraic curve|||
ósérstæður algebrulegur flötur|na|kk|Eintala||||reglulegur algebrulegur flötur||||non-singular algebraic surface||||regular algebraic surface|||
ósérstætt algebrulegt víðerni|na|hk|Eintala||||reglulegt algebrulegt víðerni|||algebraic manifold|non-singular algebraic variety||||regular algebraic variety|||
ósérstæður fágaður ferill|na|kk|Eintala||||reglulegur fágaður ferill||||non-singular analytic curve||||regular analytic curve|||
ósérstæður fágaður flötur|na|kk|Eintala||||reglulegur fágaður flötur||||non-singular analytic surface||||regular analytic surface|||
ósérstætt fágað víðerni|na|hk|Eintala||||reglulegt fágað víðerni|||analytic manifold|non-singular analytic variety||||regular analytic variety|||
óleysanlegur|ls|kk|Eintala||||||||non-solvable|||||||
óvanalegur|ls|kk|Eintala||||||||non-standard|||||||
óvanaleg stærðfræðigreining|na|kvk|Eintala||||óvanaleg greining|||infinitesimal calculus|non-standard analysis|||||||
óvanaleg tala|ls|hk|Fleirtala||||||||non-standard number|||||||
ósamhverfur|ls|kk|Eintala||||||||non-symmetric|||||||
óendanlegur|ls|kk|Eintala||||endalaus||||non-terminating|||||||
ógegnvirkur|ls|kk|Eintala||||||||non-transitive|||||||
óaugljós|ls|hk|Eintala||||||||non-trivial|||||||
óeind|na||Eintala||||||||non-unit|||||||
ójafnaðarmerki|na|hk|Eintala||||||||not-equal sign|||||||
ómega-fullkominn|ls|kk|Eintala||||||||omega-complete|||||||
óveruritháttur|na|kk|Eintala|||||||Landau order symbol, ordo-symbol|\(o\)-notation|||||||
óaðskiljanleikaröð|na|kvk|Eintala||||||||order of inseparability|||||||
óháðir tveir og tveir|ls|kk|Fleirtala|||||||mutually independent|pairwise independent|||||||
ósamfelldnipunktur|na||Eintala||||||||point of discontinuity|||||||
ósamleitnipunktur|na|kk|Eintala||||||||point of divergence|||||||
óákveðnipunktur|na|kk|Eintala||||||||point of indeterminacy|||||||
óendanleikapunktur|na|kk|Eintala||||||||point of infinity|||||||
óþörf frumsenda|na|kvk|Eintala||||óþörf frumsetning||||redundant axiom|||||||
ójafnhliða og skakkur samsíðungur|na|kk|Eintala||||||||rhomboid|||||||
óbreyttur frá hægri|ls|kk|Eintala||||||||right-invariant||||right invariant|||
ójafnarma þríhyrningur|na|kk|Eintala||||mishliða þríhyrningur||||scalene triangle||||scalenous triangle|||
ójöfnumerki|na|hk|Eintala||||ójöfnutákn||||sign of inequality|||||||
ós|na|kk|Eintala||||svelgur||||sink|||||||
óbreyttur við hliðrun|na|kvk|Eintala||||óháður hliðrun||||translation invariant|||||||
ómarkverður|ls|kk|Eintala||||fánýtur, klénn||||trivial|||||||
ótvíræð skilgreining|na|kvk|Eintala||||||||unambiguous definition|||||||
óbjagað vikbil|na|hk|Eintala||||óbjagað öryggisbil||||unbiased confidence interval|||||||
óbjagaður metill|na|kk|Eintala||||meðalgildisréttur metill||||unbiased estimator|||||||
óbjagað úrtak|na|hk|Eintala||||||||unbiased sample|||||||
óbjöguð úrtaka|na|kvk|Eintala||||||||unbiased sampling|||||||
óbjagað próf|na|hk|Eintala||||||||unbiased test|||||||
ótakmarkaður|ls|kk|Eintala||||óskorðaður||||unbounded|||||||
ótakmarkað fall|na|hk|Eintala||||óskorðað fall||||unbounded function|||||||
ótakmarkað bil|na|hk|Eintala||||óskorðað bil||||unbounded interval|||||||
ótakmarkaður virki|ls|kk|Eintala||||óskorðaður virki||||unbounded operator|||||||
óvissa|na|kvk|Eintala||||||||uncertainty|||||||
óúrskurðanleiki|na||Eintala||||||||undecidability|||||||
óúrskurðanleikasetning|na||Eintala||||||||undecidability theorem|||||||
óúrskurðanlegur|ls|kk|Eintala||||||||undecidable|||||||
óúrskurðanleg fullyrðing|na|kvk|Eintala||||óúrskurðanleg yrðing||||undecidable proposition|||||||
óúrskurðanleg kenning|na|kvk|Eintala||||||||undecidable theory|||||||
óskilgreindur|ls|kk|Eintala||||||||undefined|||||||
óákveðinn|ls|kk|Eintala||||óákvarðaður||||undetermined|||||||
óákveðinn stuðull|na|kk|Eintala||||||||undetermined coefficient|||||||
ójafn|ls|kk|Eintala||||ólíkur||||unequal|||||||
ójafn|ls|kk|Eintala|||||||odd|uneven|||||||
ósanngjarn leikur|ls|kk|Eintala|||||||fair game|unfair game|||||||
ótvíræðni|na|kvk|Eintala||||einræðni||||unicity||||uniqueness|||
ótvíræður|ls|kk|Eintala||||einræður||||unique|||||||
ótvíræð þáttun|na|kvk|Eintala||||||||unique factorization|||||||
ótvíræð lausn|na|kvk|Eintala||||ótvírætt ákvörðuð lausn||||unique solution|||||||
ótvírætt ákvarðaður|||Eintala||||||||uniquely determined|||||||
ótvíræðnifrumsenda|na|kvk|Eintala||||ótvíræðnifrumsetning||||uniqueness axiom|||||||
ótvíræðniskilyrði|na|hk|Eintala||||||||uniqueness condition|||||||
ótvíræðnisetning|na|kvk|Eintala||||||||uniqueness theorem|||||||
óhnýttur|ls|kk|Eintala||||||||unknotted|||||||
óþekktur|ls|kk|Eintala||||||||unknown|||||||
óþekkt stærð|na|kvk|Eintala||||||||unknown||||unknown quantity|||
óblandaður|ls|kk|Eintala||||||||unmixed|||||||
ósannanleiki|na|kk|Eintala||||||||unprovability|||||||
ósannanlegur|ls|kk|Eintala||||||||unprovable|||||||
óstöðugur|ls|kk|Eintala||||||||unstable|||||||
ör|na|hk|Eintala||||örvarleggur, stefndur leggur|||edge|arc||||diedge, directed edge|||
örvasamanhangandi|na|kk|Eintala||||örvasamhangandi||||arcwise connected|||||||
ör|na|hk|Eintala||||píla|||morphism|arrow|||||||
örvarás|na|hk|Eintala||||||||circuit||||closed arc sequence, closed arc progression, cycle, directed circuit|||
örvahringur|na|kk|Eintala||||||||circuit||||cycle, circuit graph, directed circuit graph|||
öryggisbelti|na|hk|Eintala||||||||confidence belt|||||||
öryggisstuðull|na|kk|Eintala|||||||confidence level|confidence coefficient|||||||
öryggissvæðismat|na|hk|Eintala|||||||confidence estimate|confidence domain estimate|||||||
öryggissporbaugur|na|kk|Eintala||||||||confidence ellipse|||||||
öryggissporvala|na|kvk|Eintala||||||||confidence ellipsoid|||||||
öryggismat|na|hk|Eintala|||||||confidence domain estimate, confidence interval estimate|confidence estimate||||confidence estimation|||
öryggisbil|na|hk|Eintala||||vikbil||||confidence interval|||||||
öryggisbilsmat|na||Eintala||||bilsmat|||confidence estimate|confidence interval estimate||||interval estimate|||
öryggisstig|na|hk|Eintala||||öryggi|||confidence coefficient, confidence probability|confidence level|||||||
öryggismark|na|hk|Eintala||||vikmark||||confidence limit|||||||
öryggislíkindi|na|hk|Fleirtala|||||||confidence level|confidence probability|||||||
öryggissvæði|na|hk|Eintala||||||||confidence region|||||||
öryggismengi|na|hk|Eintala||||||||confidence set|||||||
örvarit|na|hk|Eintala|||||||commutative diagram, pull-back diagram, push-out diagram|diagram|||||||
örvaelti|sag||Eintala||||||||diagram chasing|||||||
örvanet|na|hk|Eintala||||stefnt net, áttað net||||digraph||||directed graph, oriented graph|||
örsmár|ls|kk|Eintala||||||||infinitesimal|||||||
örsmæða-|ls||Eintala||||||||infinitesimal|||||||
örsmæð|na|kvk|Eintala||||||||infinitesimal|||||||
örfærsla|na|kvk|Eintala||||||||infinitesimal displacement|||||||
örspönnuður|na||Eintala||||||||infinitesimal generator|||||||
öfugt markgildi|na|hk|Eintala||||||||inverse limit||||limit, projective limit|||
öfug þríliða|na|kvk|Eintala|||||||rule of three|inverse rule of three|||||||
öfug röð|na|kvk|Eintala||||gagnstæð röð||||inverted order||||reverse order|||
öndverð aðferð|na|kvk|Eintala||||gagnstæð aðgerð||||opposite composition|||||||
öndverð grúpa|na|kvk|Eintala||||gagnstæð grúpa||||opposite group|||||||
ögn|na|kvk|Eintala||||||||particle|||||||
önnur afleiða|||Eintala||||||||second derivative|||||||
örgrúpa|na|kvk|Eintala||||||||trivial group|||||||
úthlutun|na|kvk|Eintala||||||||allocation||||assignment|||
úthlutunarverkefni|na|hk|Eintala||||||||allocation problem||||assignment problem|||
útslag|na|hk|Eintala||||sveifluhæð, ölduhæð||||amplitude|||||||
úthluta|sag||Eintala||||||||assign|||||||
útpunktur|na|kk|Eintala||||||||bending point||||turning point|||
útreikningur|na|kk|Eintala||||reikningur||||calculation||||computation|||
útvíkkuð tvinntalnaslétta|na|kvk|Eintala|||||||Riemann sphere|closed complex plane||||extended complex plane|||
útbreiðslutala|na|kvk|Eintala||||||||concentration measure||||measure of concentration|||
úthorn|na|hk|Eintala||||fyllihorn||||conjugate angle||||explement, explementary angle|||
útlína|na|kvk|Eintala||||myndjaðar||||contour|||||||
úfur|na|kk|Eintala|||||||cap|cup|||||||
úffeldi|na||Eintala|||||||cap product|cup product|||||||
úrskurðanleg fullyrðing|na|kvk|Eintala||||úrskurðanleg yrðing||||decidable proposition|||||||
úrskurðanleg kenning|na|kvk|Eintala||||||||decidable theory|||||||
úrkynjun|na|kvk|Eintala||||||||degeneracy|||||||
úrkynjaður|ls|kk|Eintala||||||||degenerate|||||||
útkomandi|na|kk|Eintala||||||||eliminant||||resultant|||
útrýma|sag||Eintala||||eyða||||eliminate|||||||
útrýming|na|kvk|Eintala||||eyðing||||elimination|||||||
útrýmingaraðferð|na|kvk|Eintala||||eyðingaraðferð|||Gauss elimination method|elimination method|||||||
úthjólferill|na|kk|Eintala|||||||cardioid, nephroid|epicycloid||||pericycloid|||
útsveifarferill|na|kk|Eintala||||||||epitrochoid|||||||
útinnritaður|ls|kk|Eintala||||||||escribed|||||||
útinnritaður hringur|na|kk|Eintala||||úthringur, utanverður snertihringur||||escribed circle||||excircle|||
útinnrituð kúla|ls|hk|Fleirtala||||útkúla, utanverð snertikúla||||escribed sphere||||exsphere|||
útbreiddur|ls|kk|Eintala||||||||etale||||étale|||
útbreiðsla|na|kvk|Eintala||||||||etale mapping|||||||
útbreitt rúm|na|hk|Eintala||||||||etale space|||||||
útreikningur|na|kk|Eintala||||||||evaluation|||||||
útmiðja|na|kvk|Eintala||||úthringsmiðja||||excenter|||||||
útilokun|na|kvk|Eintala||||||||exclusion|||||||
útgeisli|na||Eintala||||||||exradius|||||||
útvíkka|sag||Eintala||||framlengja||||extend|||||||
útvíkkuð rauntalnalína|na|kvk|Eintala||||||||extended real number system|||||||
útvíkkanlegur|ls|kk|Eintala||||framlengjanlegur||||extendible|||||||
útvíkkun|na|kvk|Eintala||||víkkun|||field extension, extension field, extension ring, ring extension|extension|||||||
útvíkkun|na|kvk|Eintala||||||||extension|||||||
útvíkkun grunnbaugsins|na|kvk|Eintala||||víkkun grunnbaugsins||||extension of the base ring|||||||
útmengi|na||Eintala||||útsvæði||||exterior|||||||
út-|ls||Eintala||||útgildis-||||extremal|||||||
útliður|na|kk|Eintala||||||||extreme||||extreme term|||
útpunktur|na|kk|Eintala||||||||extreme point||||extremal point|||
útgildisverkefni|na|hk|Eintala||||||||extreme value problem|||||||
útgildi|na||Eintala|||||||maximum, minimum|extremum||||extreme, extreme value|||
útgildispunktur|na|kk|Eintala||||||||extremum point|||||||
útflötur|na|kk|Eintala||||hlið||||face|||||||
útkoma|na|kvk|Eintala||||niðurstaða|||solution|outcome||||result|||
útstig|na|hk|Eintala||||||||out-degree||||outer demidegree, out-valence|||
útör|na|hk|Eintala|||||||entering arc, incoming arc|outgoing arc|||||||
úttak|na|hk|Eintala||||||||output|||||||
útstæður þvervigur|na|kk|Eintala||||útstæður þverill, ytri þvervigur, ytri þverill||||outward normal|||||||
útbreiðsla|na|kvk|Eintala||||||||propagation|||||||
útsetning|na|kvk|Eintala||||||||representation|||||||
útsetningarrúm|na|hk|Eintala||||||||representation space|||||||
útsetningafræði|na|kvk|Eintala||||||||representation theory|||||||
útstætt horn|na|hk|Eintala||||||||salient angle|||||||
úrtak|na|hk|Eintala||||||||sample|||||||
úrtakseinkenni|na|hk|Eintala||||||||sample characteristic|||||||
úrtakssamfylgni|na|kvk|Eintala||||úrtakssamvik||||sample covariance|||||||
úrtakshögun|na|kvk|Eintala||||||||sample design||||sampling design|||
úrtaksmeðaltal|na|hk|Eintala||||meðaltal||||sample mean|||||||
úrtaksmiðtala|na|kvk|Eintala||||||||sample median|||||||
úrtaksspönn|na||Eintala||||||||sample range|||||||
úrtaksstærð|na|kvk|Eintala||||stærð úrtaks||||sample size|||||||
útkomurúm|na|hk|Eintala||||||||sample space|||||||
úrtaka|na|kvk|Eintala||||úrtakskönnun, könnun (með úrtaki)||||sampling|||||||
úrtaksskekkja|na|kvk|Eintala||||||||sampling error|||||||
úrtaka með skilum|na|kvk|Eintala||||||||sampling with replacement|||||||
úrtaka án skila|na|kvk|Eintala||||||||sampling without replacement|||||||
þéttast|sag||Eintala||||||||accumulate|||||||
þéttipunktur|na|kk|Eintala|||||||cluster point, limit point|accumulation point||||point of accumulation|||
þversögn|na|kvk|Eintala||||þverstæða||||antinomy||||paradox|||
þrepun upp á við|na|kvk|Eintala||||||||ascending induction||||upward induction|||
þrepunarfrumsenda|na|kvk|Eintala||||þrepunarfrumsetning, frumsenda um þrepun, frumsetning um þrepun||||axiom of complete induction||||axiom of mathematical induction, induction axiom|||
þungamiðja|na|kvk|Eintala||||þyngdarpunktur|||median point|barycentre||||centre of gravity, centre of mass, centroid|||
þungahnit|na|hk|Eintala||||þungamiðjuhnit, voghnit||||barycentric coordinates|||||||
þungamiðjuhlutun|na|kvk|Eintala||||||||barycentric subdivision|||||||
þrepunarupphaf|na|hk|Eintala||||||||basis|||||||
þversögn Bertrands|na|kvk|Eintala||||Bertrand-þversögn||||Bertrand's paradox|||||||
þjappaður|ls|kk|Eintala||||||||bicompact||||compact|||
þríhyrnt reitafylki|na|hk|Eintala||||||||block triangular matrix|||||||
þykkvi|na||Eintala||||rúmskiki, líkami, hlutur, rúmmynd, gripur|||platonic body, rigid body|body||||solid|||
þjöppuð víðátta|na|kvk|Eintala||||lokuð víðátta||||closed manifold||||compact manifold|||
þéttipunktur|na|kk|Eintala|||||||accumulation point, limit point|cluster point|||||||
þyrping|na|kvk|Eintala||||||||clustering|||||||
þvingandi|ls|hk|Fleirtala||||||||coercive|||||||
þjöppuð samleitni|na|kvk|Eintala||||||||compact convergence|||||||
þjöppuð eyðing|na|kvk|Eintala||||||||compact elimination|||||||
þjappaður virki|ls|kk|Eintala|||||||completely continuous|compact operator|||||||
þjappað mengi|ls|hk|Eintala||||||||compact set|||||||
þjappað rúm|na|hk|Eintala||||||||compact space|||||||
þjöppun|na|kvk|Eintala||||||||compactification|||||||
þjappleiki|na||Eintala||||||||compactness|||||||
þjappað rúm|na|hk|Eintala||||þjappað mengi||||compactum|||||||
þýða|sag|kvk|Eintala||||||||compile|||||||
þýðandi|na|kk|Eintala||||||||compiler|||||||
þrepun|na|kvk|Eintala||||stærðfræðileg þrepun|||recursion|complete induction||||induction, mathematical induction|||
þáttur|na|kk|Eintala||||||||component|||||||
þáttagreining|na|kvk|Eintala||||||||component analysis||||factor analysis|||
þéttisporbaugur|na|kk|Eintala||||||||concentration ellipse|||||||
þéttibil|na|hk|Eintala||||||||concentration interval|||||||
þríhyrningaregla|na|kvk|Eintala||||||||congruence theorem|||||||
þverás|na|kk|Eintala|||||||major axis, transverse axis|conjugate axis||||minor axis|||
þvingaður|ls|kk|Eintala||||með hliðarskilyrðum||||constrained|||||||
þvingun|na|kvk|Eintala||||aukaskilyrði, hliðarskilyrði|||condition|constraint|||||||
þakning|na|kvk|Eintala||||||||covering||||cover|||
þekjuvídd|na|kvk|Eintala||||||||covering dimension|||||||
þekjugrúpa|na|kvk|Eintala||||||||covering group|||||||
þekjuvörpun|na|kvk|Eintala||||||||covering map||||covering|||
þekjurúm|na|hk|Eintala||||||||covering space|||||||
þekjufærsla|na|kvk|Eintala||||||||covering transformation||||deck transformation|||
þversnið|na|hk|Eintala||||||||cross cut|||||||
þversnið|na|hk|Eintala||||snið||||cross section|||||||
þríveldi|na|hk|Eintala||||þriðja veldi, teningur, verpill|||perfect cube|cube|||||||
þriðja rót|na|hk|Eintala||||teningsrót, verpilrót||||cube root|||||||
þriðja stigs|ls||Eintala||||tenings-, verpils-||||cubic|||||||
þriðja stigs ferill|na||Eintala||||||||cubic|||||||
þriðja stigs flötur|na||Eintala||||||||cubic|||||||
þriðja stigs jafna|na||Eintala||||||||cubic equation||||cubic|||
þættanleiki|na||Eintala||||kljúfanleiki, kleyfi||||decomposability|||||||
þætta|sag||Eintala||||kljúfa, sundurliða|||factor, factorize|decompose|||||||
þættanlegur|ls|kk|Eintala||||kljúfanlegur, kleyfur|||factorable|decomposible||||reducible|||
þáttun|na|kvk|Eintala||||klofningur, sundurliðun, skipting||||decomposition|||||||
þrepunarskilgreining|na|kvk|Eintala||||rakin skilgreining||||definition by induction||||definition by recursion, inductive definition, recursive definition, recursion definition|||
